"Station Name","AMHERSTBURG"
"2016-06-30","2016","06","30","†","30.0","","13.0","","21.5","","0.0","","3.5","","2.0","","0.0","","2.0","","0","","","","",""
"2016-07-01","2016","07","01","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-02","2016","07","02","†","26.0","","11.0","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","0","","","","",""
"2016-07-03","2016","07","03","†","28.0","","12.5","","20.3","","0.0","","2.3","","0.0","","0.0","","0.0","","0","","","","",""
"2016-07-04","2016","07","04","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-05","2016","07","05","†","33.0","","20.5","","26.8","","0.0","","8.8","","0.0","","0.0","","0.0","","0","","","","",""
"2016-07-06","2016","07","06","†","33.0","","19.0","","26.0","","0.0","","8.0","","3.6","","0.0","","3.6","","0","","","","",""
"2016-07-07","2016","07","07","†","34.5","","20.0","","27.3","","0.0","","9.3","","33.4","","0.0","","33.4","","0","","","","",""
"2016-07-08","2016","07","08","†","32.0","","18.5","","25.3","","0.0","","7.3","","7.0","","0.0","","7.0","","0","","","","",""
"2016-07-09","2016","07","09","†","26.0","","18.5","","22.3","","0.0","","4.3","","0.0","","0.0","","0.0","","0","","","","",""
"2016-07-10","2016","07","10","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-11","2016","07","11","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-12","2016","07","12","†","33.0","","22.0","","27.5","","0.0","","9.5","","0.0","","0.0","","0.0","","0","","","","",""
"2016-07-13","2016","07","13","†","33.0","","22.0","","27.5","","0.0","","9.5","","27.4","","0.0","","27.4","","0","","","","",""
"2016-07-14","2016","07","14","†","31.0","","21.0","","26.0","","0.0","","8.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-07-15","2016","07","15","†","28.5","","19.5","","24.0","","0.0","","6.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-07-16","2016","07","16","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-17","2016","07","17","†","30.0","","16.0","","23.0","","0.0","","5.0","","1.2","","0.0","","1.2","","0","","","","",""
"2016-07-18","2016","07","18","†","31.5","","22.0","","26.8","","0.0","","8.8","","0.0","","0.0","","0.0","","0","","","","",""
"2016-07-19","2016","07","19","†","30.5","","14.5","","22.5","","0.0","","4.5","","0.0","","0.0","","0.0","","0","","","","",""
"2016-07-20","2016","07","20","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-21","2016","07","21","†","33.5","","20.5","","27.0","","0.0","","9.0","","4.0","","0.0","","4.0","","0","","","","",""
"2016-07-22","2016","07","22","†","35.0","","22.0","","28.5","","0.0","","10.5","","0.0","","0.0","","0.0","","0","","","","",""
"2016-07-23","2016","07","23","†","34.0","","23.0","","28.5","","0.0","","10.5","","0.0","","0.0","","0.0","","0","","","","",""
"2016-07-24","2016","07","24","†","30.0","","22.0","","26.0","","0.0","","8.0","","10.8","","0.0","","10.8","","0","","","","",""
"2016-07-25","2016","07","25","†","33.0","","23.0","","28.0","","0.0","","10.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-07-26","2016","07","26","†","30.0","","17.5","","23.8","","0.0","","5.8","","0.0","","0.0","","0.0","","0","","","","",""
"2016-07-27","2016","07","27","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-28","2016","07","28","†","30.0","","20.0","","25.0","","0.0","","7.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-07-29","2016","07","29","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-30","2016","07","30","†","26.5","","19.5","","23.0","","0.0","","5.0","","14.6","","0.0","","14.6","","0","","","","",""
"2016-07-31","2016","07","31","†","31.0","","19.0","","25.0","","0.0","","7.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-08-01","2016","08","01","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-02","2016","08","02","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-03","2016","08","03","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-04","2016","08","04","†","33.5","","18.0","","25.8","","0.0","","7.8","","0.0","","0.0","","0.0","","0","","","","",""
"2016-08-05","2016","08","05","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-06","2016","08","06","†","31.0","","19.5","","25.3","","0.0","","7.3","","0.0","","0.0","","0.0","","0","","","","",""
"2016-08-07","2016","08","07","†","30.0","","18.0","","24.0","","0.0","","6.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-08-08","2016","08","08","†","30.0","","14.0","","22.0","","0.0","","4.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-08-09","2016","08","09","†","33.0","","17.0","","25.0","","0.0","","7.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-08-10","2016","08","10","†","34.5","","21.0","","27.8","","0.0","","9.8","","0.0","","0.0","","0.0","","0","","","","",""
"2016-08-11","2016","08","11","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-12","2016","08","12","†","35.0","","25.5","","30.3","","0.0","","12.3","","0.0","","0.0","","0.0","","0","","","","",""
"2016-08-13","2016","08","13","†","31.0","","23.5","","27.3","","0.0","","9.3","","10.0","","0.0","","10.0","","0","","","","",""
"2016-08-14","2016","08","14","†","29.5","","20.5","","25.0","","0.0","","7.0","","2.4","","0.0","","2.4","","0","","","","",""
"2016-08-15","2016","08","15","†","27.0","","19.0","","23.0","","0.0","","5.0","","26.6","","0.0","","26.6","","0","","","","",""
"2016-08-16","2016","08","16","†","28.0","","21.5","","24.8","","0.0","","6.8","","2.0","","0.0","","2.0","","0","","","","",""
"2016-08-17","2016","08","17","†","28.5","","18.0","","23.3","","0.0","","5.3","","3.6","","0.0","","3.6","","0","","","","",""
"2016-08-18","2016","08","18","†","29.5","","18.5","","24.0","","0.0","","6.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-08-19","2016","08","19","†","32.5","","19.5","","26.0","","0.0","","8.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-08-20","2016","08","20","†","30.5","","20.0","","25.3","","0.0","","7.3","","14.4","","0.0","","14.4","","0","","","","",""
"2016-08-21","2016","08","21","†","26.5","","17.5","","22.0","","0.0","","4.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-08-22","2016","08","22","†","26.0","","14.5","","20.3","","0.0","","2.3","","0.0","","0.0","","0.0","","0","","","","",""
"2016-08-23","2016","08","23","†","28.0","","13.0","","20.5","","0.0","","2.5","","0.0","","0.0","","0.0","","0","","","","",""
"2016-08-24","2016","08","24","†","29.5","","18.0","","23.8","","0.0","","5.8","","0.0","","0.0","","0.0","","0","","","","",""
"2016-08-25","2016","08","25","†","32.5","","21.0","","26.8","","0.0","","8.8","","0.0","","0.0","","0.0","","0","","","","",""
"2016-08-26","2016","08","26","†","30.0","","17.0","","23.5","","0.0","","5.5","","0.0","","0.0","","0.0","","0","","","","",""
"2016-08-27","2016","08","27","†","31.0","","19.5","","25.3","","0.0","","7.3","","23.0","","0.0","","23.0","","0","","","","",""
"2016-08-28","2016","08","28","†","32.5","","20.5","","26.5","","0.0","","8.5","","9.6","","0.0","","9.6","","0","","","","",""
"2016-08-29","2016","08","29","†","29.0","","18.5","","23.8","","0.0","","5.8","","0.0","","0.0","","0.0","","0","","","","",""
"2016-08-30","2016","08","30","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-31","2016","08","31","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-01","2016","09","01","†","23.0","","14.5","","18.8","","0.0","","0.8","","0.0","T","0.0","","0.0","T","0","","","","",""
"2016-09-02","2016","09","02","†","23.5","","13.0","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","0","","","","",""
"2016-09-03","2016","09","03","†","26.0","","13.0","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","0","","","","",""
"2016-09-04","2016","09","04","†","28.0","","12.0","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-09-05","2016","09","05","†","30.0","","13.5","","21.8","","0.0","","3.8","","0.0","","0.0","","0.0","","0","","","","",""
"2016-09-06","2016","09","06","†","33.5","","21.0","","27.3","","0.0","","9.3","","0.0","","0.0","","0.0","","0","","","","",""
"2016-09-07","2016","09","07","†","35.0","","24.0","","29.5","","0.0","","11.5","","11.6","","0.0","","11.6","","0","","","","",""
"2016-09-08","2016","09","08","†","28.5","","24.0","","26.3","","0.0","","8.3","","2.0","","0.0","","2.0","","0","","","","",""
"2016-09-09","2016","09","09","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-10","2016","09","10","†","27.0","","19.0","","23.0","","0.0","","5.0","","1.0","","0.0","","1.0","","0","","","","",""
"2016-09-11","2016","09","11","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-12","2016","09","12","†","25.0","","10.5","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-09-13","2016","09","13","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-14","2016","09","14","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-15","2016","09","15","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-16","2016","09","16","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-17","2016","09","17","†","23.0","","20.0","","21.5","","0.0","","3.5","","9.6","","0.0","","9.6","","0","","","","",""
"2016-09-18","2016","09","18","†","27.5","","17.0","","22.3","","0.0","","4.3","","0.0","","0.0","","0.0","","0","","","","",""
"2016-09-19","2016","09","19","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-20","2016","09","20","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-21","2016","09","21","†","28.0","","12.0","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-09-22","2016","09","22","†","31.0","","15.5","","23.3","","0.0","","5.3","","0.0","","0.0","","0.0","","0","","","","",""
"2016-09-23","2016","09","23","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-24","2016","09","24","†","22.0","","13.0","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-09-25","2016","09","25","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-26","2016","09","26","†","21.0","","14.0","","17.5","","0.5","","0.0","","17.2","","0.0","","17.2","","0","","","","",""
"2016-09-27","2016","09","27","†","22.0","","11.5","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-09-28","2016","09","28","†","16.0","","10.0","","13.0","","5.0","","0.0","","40.0","","0.0","","40.0","","0","","","","",""
"2016-09-29","2016","09","29","†","17.5","","14.0","","15.8","","2.2","","0.0","","17.0","","0.0","","17.0","","0","","","","",""
"2016-09-30","2016","09","30","†","18.0","","15.0","","16.5","","1.5","","0.0","","7.8","","0.0","","7.8","","0","","","","",""
"2016-10-01","2016","10","01","†","22.0","","15.0","","18.5","","0.0","","0.5","","5.2","","0.0","","5.2","","0","","","","",""
"2016-10-02","2016","10","02","†","22.0","","11.0","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-10-03","2016","10","03","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-04","2016","10","04","†","24.0","","10.0","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-10-05","2016","10","05","†","26.0","","15.0","","20.5","","0.0","","2.5","","0.8","","0.0","","0.8","","0","","","","",""
"2016-10-06","2016","10","06","†","26.0","","15.5","","20.8","","0.0","","2.8","","0.0","","0.0","","0.0","","0","","","","",""
"2016-10-07","2016","10","07","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-08","2016","10","08","†","17.0","","9.0","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-10-09","2016","10","09","†","16.0","","4.0","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-10-10","2016","10","10","†","18.0","","1.5","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-10-11","2016","10","11","†","20.5","","7.0","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-10-12","2016","10","12","†","25.5","","11.0","","18.3","","0.0","","0.3","","2.0","","0.0","","2.0","","0","","","","",""
"2016-10-13","2016","10","13","†","14.5","","9.0","","11.8","","6.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-10-14","2016","10","14","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-15","2016","10","15","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-16","2016","10","16","†","20.5","","16.0","","18.3","","0.0","","0.3","","5.0","","0.0","","5.0","","0","","","","",""
"2016-10-17","2016","10","17","†","26.5","","16.5","","21.5","","0.0","","3.5","","0.0","","0.0","","0.0","","0","","","","",""
"2016-10-18","2016","10","18","†","25.0","","18.5","","21.8","","0.0","","3.8","","0.8","","0.0","","0.8","","0","","","","",""
"2016-10-19","2016","10","19","†","22.0","","8.0","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-10-20","2016","10","20","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-21","2016","10","21","†","12.5","","7.5","","10.0","","8.0","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"2016-10-22","2016","10","22","†","11.5","","4.0","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-10-23","2016","10","23","†","18.0","","6.0","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-10-24","2016","10","24","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-25","2016","10","25","†","12.0","","1.0","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-10-26","2016","10","26","†","9.0","","1.0","","5.0","","13.0","","0.0","","20.2","","0.0","","20.2","","0","","","","",""
"2016-10-27","2016","10","27","†","9.0","","5.0","","7.0","","11.0","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"2016-10-28","2016","10","28","†","15.0","","0.0","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-10-29","2016","10","29","†","22.0","","10.0","","16.0","","2.0","","0.0","","15.0","","0.0","","15.0","","0","","","","",""
"2016-10-30","2016","10","30","†","11.0","","9.0","","10.0","","8.0","","0.0","","0.5","","0.0","","0.5","","0","","","","",""
"2016-10-31","2016","10","31","","","","","","","","","","","","","","","","","","","","","","",""
"2016-11-01","2016","11","01","†","24.0","","4.0","","14.0","","4.0","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"2016-11-02","2016","11","02","†","22.0","","12.0","","17.0","","1.0","","0.0","","16.4","","0.0","","16.4","","0","","","","",""
"2016-11-03","2016","11","03","","","","","","","","","","","","","","","","","","","","","","",""
"2016-11-04","2016","11","04","†","14.0","","6.5","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-11-05","2016","11","05","†","19.0","","4.0","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-11-06","2016","11","06","†","19.5","","5.0","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-11-07","2016","11","07","","","","","","","","","","","","","","","","","","","","","","",""
"2016-11-08","2016","11","08","","","","","","","","","","","","","","","","","","","","","","",""
"2016-11-09","2016","11","09","†","11.0","","6.5","","8.8","","9.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-11-10","2016","11","10","","","","","","","","","","","","","","","","","","","","","","",""
"2016-11-11","2016","11","11","","","","","","","","","","","","","","","","","","","","","","",""
"2016-11-12","2016","11","12","†","10.0","","-3.0","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-11-13","2016","11","13","","","","","","","","","","","","","","","","","","","","","","",""
"2016-11-14","2016","11","14","","","","","","","","","","","","","","","","","","","","","","",""
"2016-11-15","2016","11","15","","","","","","","","","","","","","","","","","","","","","","",""
"2016-11-16","2016","11","16","","","","","","","","","","","","","","","","","","","","","","",""
"2016-11-17","2016","11","17","†","15.5","","2.0","","8.8","","9.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-11-18","2016","11","18","†","21.0","","9.0","","15.0","","3.0","","0.0","","1.6","","0.0","T","1.6","","0","","","","",""
"2016-11-19","2016","11","19","†","5.0","","0.5","","2.8","","15.2","","0.0","","1.6","","0.0","T","1.6","","0","","","","",""
"2016-11-20","2016","11","20","†","2.0","","-1.0","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-11-21","2016","11","21","","","","","","","","","","","","","","","","","","","","","","",""
"2016-11-22","2016","11","22","†","3.0","","-6.5","","-1.8","","19.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-11-23","2016","11","23","†","5.0","","-4.5","","0.3","","17.7","","0.0","","10.6","","0.0","","10.6","","0","","","","",""
"2016-11-24","2016","11","24","†","8.0","","3.0","","5.5","","12.5","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"2016-11-25","2016","11","25","","","","","","","","","","","","","","","","","","","","","","",""
"2016-11-26","2016","11","26","","","","","","","","","","","","","","","","","","","","","","",""
"2016-11-27","2016","11","27","","","","","","","","","","","","","","","","","","","","","","",""
"2016-11-28","2016","11","28","†","10.5","","2.5","","6.5","","11.5","","0.0","","12.0","","0.0","","12.0","","0","","","","",""
"2016-11-29","2016","11","29","†","13.0","","7.0","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-11-30","2016","11","30","†","16.0","","4.0","","10.0","","8.0","","0.0","","1.8","","0.0","","1.8","","0","","","","",""
"2016-12-01","2016","12","01","†","5.0","","1.5","","3.3","","14.7","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"2016-12-02","2016","12","02","","","","","","","","","","","","","","","","","","","","","","",""
"2016-12-03","2016","12","03","†","4.0","","0.5","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-12-04","2016","12","04","","","","","","","","","","","","","","","","","","","","","","",""
"2016-12-05","2016","12","05","","","","","","","","","","","","","","","","","","","","","","",""
"2016-12-06","2016","12","06","†","5.0","","","M","","M","","M","","M","5.8","","0.0","","5.8","","0","","","","",""
"2016-12-07","2016","12","07","","","","","","","","","","","","","","","","","","","","","","",""
"2016-12-08","2016","12","08","†","-2.0","","-4.0","","-3.0","","21.0","","0.0","","0.0","","1.0","","1.0","","0","T","","","",""
"2016-12-09","2016","12","09","","","","","","","","","","","","","","","","","","","","","","",""
"2016-12-10","2016","12","10","†","0.0","","-6.0","","-3.0","","21.0","","0.0","","0.0","","5.0","","5.0","","0","","","","",""
"2016-12-11","2016","12","11","†","1.0","","-5.0","","-2.0","","20.0","","0.0","","0.0","","15.0","","15.0","","5","","","","",""
"2016-12-12","2016","12","12","†","2.0","","-2.0","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"2016-12-13","2016","12","13","†","-2.0","","-9.0","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","17","","","","",""
"2016-12-14","2016","12","14","","","","","","","","","","","","","","","","","","","","","","",""
"2016-12-15","2016","12","15","","","","","","","","","","","","","","","","","","","","","","",""
"2016-12-16","2016","12","16","†","-3.5","","-15.5","","-9.5","","27.5","","0.0","","0.0","","5.0","","5.0","","15","","","","",""
"2016-12-17","2016","12","17","†","-1.0","","-8.0","","-4.5","","22.5","","0.0","","1.0","","0.0","","1.0","","20","","","","",""
"2016-12-18","2016","12","18","","","","","","","","","","","","","","","","","","","","","","",""
"2016-12-19","2016","12","19","","","","","","","","","","","","","","","","","","","","","","",""
"2016-12-20","2016","12","20","†","-0.5","","-13.0","","-6.8","","24.8","","0.0","","0.0","","0.0","","0.0","","17","","","","",""
"2016-12-21","2016","12","21","","","","","","","","","","","","","","","","","","","","","","",""
"2016-12-22","2016","12","22","†","4.5","","-1.5","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","16","","","","",""
"2016-12-23","2016","12","23","†","3.0","","-3.5","","-0.3","","18.3","","0.0","","4.0","","0.0","","4.0","","13","","","","",""
"2016-12-24","2016","12","24","†","4.0","","0.0","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","11","","","","",""
"2016-12-25","2016","12","25","","","","","","","","","","","","","","","","","","","","","","",""
"2016-12-26","2016","12","26","†","13.0","","0.5","","6.8","","11.2","","0.0","","14.4","","0.0","","14.4","","3","","","","",""
"2016-12-27","2016","12","27","†","0.5","","-2.0","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-12-28","2016","12","28","","","","","","","","","","","","","","","","","","","","","","",""
"2016-12-29","2016","12","29","†","6.0","","-1.5","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2016-12-30","2016","12","30","†","2.5","","-2.5","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2016-12-31","2016","12","31","†","7.5","","-3.0","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
