,Week,Total Investment,Total Investment_SMA_3,Total Investment_SMA_5,Total Investment_EMA_8,Total_Investment_Ad_Stock,TV,TV_SMA_3,TV_SMA_5,TV_EMA_8,TV_Ad_Stock,Digital,Digital_SMA_3,Digital_SMA_5,Digital_EMA_8,Digital_Ad_Stock,Sponsorship,Sponsorship_SMA_3,Sponsorship_SMA_5,Sponsorship_EMA_8,Sponsorship_Ad_Stock,Content Marketing,Content Marketing_SMA_3,Content Marketing_SMA_5,Content Marketing_EMA_8,Content_Marketing_Ad_Stock,Online marketing,Online marketing_SMA_3,Online marketing_SMA_5,Online marketing_EMA_8,Online_marketing_Ad_Stock,Affiliates,Affiliates_SMA_3,Affiliates_SMA_5,Affiliates_EMA_8,Affiliates_Ad_Stock,SEM,SEM_SMA_3,SEM_SMA_5,SEM_EMA_8,SEM_Ad_Stock,Radio,Radio_SMA_3,Radio_SMA_5,Radio_EMA_8,Radio_Ad_Stock,Other,Other_SMA_3,Other_SMA_5,Other_EMA_8,Other_Ad_Stock
29,4,18.549,18.549000000000017,20.17640000000002,20.185082106650725,48.41482123492494,1.095,1.095,1.1458,1.133934569210771,2.800557889746509,0.114,0.11400000000000003,0.2444000000000004,0.3555745490297529,0.4830678199097607,1.05,1.0499999999999965,3.6751999999999967,4.880418224151872,6.458274224455273,0.225,0.22499999999999998,0.23340000000000005,0.23003270400112943,0.5687165425320162,5.725,5.724999999999999,5.7052,5.494170061869557,14.214506279001435,1.842,1.8419999999999999,1.8150000000000008,1.7438822011163606,4.546079934750486,1.05,1.0500000000000007,1.3989999999999987,1.6245858710952907,3.1367322419167722,0.675,0.6750000000000002,0.54,0.42798353909465014,1.4687999999999999,6.773,6.773,5.4184,4.294418533760097,14.738048
30,5,9.61,15.569333333333354,16.76120000000002,17.83506386072834,38.65889274095497,0.517,0.9023333333333333,0.9794,0.9968379982750442,2.1973347338479052,0.383,0.2036666666666667,0.1678000000000004,0.3616690936898078,0.6728406919458565,2.345,1.4816666666666636,1.3089999999999964,4.316991952118123,6.219964534673164,0.119,0.18966666666666665,0.20380000000000004,0.20535876977865622,0.4602299255192097,3.978,5.142666666666666,5.3755999999999995,5.1572433814541006,12.506703767400861,1.293,1.659,1.7322000000000006,1.6436861564238359,4.020647960850291,0.975,1.0250000000000006,1.0349999999999988,1.4802334552963372,2.857039345150063,0.0,0.4500000000000001,0.54,0.3328760859625057,0.88128,0.0,4.515333333333333,5.4184,3.340103304035631,8.8428288
31,6,9.61,12.589666666666687,14.973400000000021,16.007271891677597,32.80533564457298,0.517,0.7096666666666666,0.8638000000000001,0.8902073319917011,1.835400840308743,0.383,0.2933333333333334,0.22160000000000038,0.36640929509207276,0.7867044151675139,2.345,1.9133333333333302,1.5679999999999965,3.878771518314095,6.076978720803899,0.119,0.15433333333333332,0.18260000000000004,0.18616793205006593,0.3951379553115258,3.978,4.560333333333333,5.0262,4.895189296686523,11.482022260440516,1.293,1.4760000000000002,1.6224000000000003,1.5657558994407612,3.7053887765101745,0.975,1.0000000000000007,1.0199999999999987,1.3679593541193733,2.689223607090038,0.0,0.2250000000000001,0.4050000000000001,0.2589036224152822,0.5287679999999999,0.0,2.2576666666666667,4.0638,2.5978581253610464,5.3056972799999995
32,7,9.61,9.61000000000002,13.185600000000022,14.585655915749243,29.293201386743785,0.517,0.5169999999999998,0.7482000000000003,0.8072723693268787,1.6182405041852457,0.383,0.383,0.27540000000000037,0.3700961184049455,0.8550226491005083,2.345,2.3449999999999966,1.8269999999999964,3.5379334031331853,5.991187232482339,0.119,0.119,0.16140000000000002,0.17124172492782905,0.35608277318691545,3.978,3.9779999999999998,4.6768,4.691369452978407,10.86721335626431,1.293,1.2930000000000004,1.5126000000000002,1.5051434773428143,3.516233265906105,0.975,0.9750000000000005,1.0049999999999986,1.280635053203957,2.5885341642540225,0.0,7.401486830834377e-17,0.2700000000000001,0.20136948410077504,0.31726079999999995,0.0,0.0,2.7092,2.0205563197252583,3.1834183679999994
33,8,9.61,9.61000000000002,11.397800000000021,13.4799546011383,27.18592083204627,0.517,0.5169999999999999,0.6326000000000004,0.7427673983653502,1.4879443025111474,0.383,0.383,0.3292000000000003,0.37296364764829093,0.896013589460305,2.345,2.3449999999999966,2.0859999999999963,3.272837091325811,5.939712339489404,0.119,0.119,0.14020000000000002,0.1596324527216448,0.33264966391214923,3.978,3.9779999999999998,4.3274,4.532842907872094,10.498328013758586,1.293,1.2930000000000001,1.4027999999999998,1.4580004823777444,3.4027399595436627,0.975,0.9750000000000005,0.9899999999999987,1.2127161524919665,2.5281204985524135,0.0,7.401486830834377e-17,0.13500000000000006,0.15662070985615836,0.19035647999999997,0.0,0.0,1.3546,1.5715438042307566,1.9100510207999997
34,9,9.61,9.61000000000002,9.61000000000002,12.619964689774234,25.92155249922776,0.517,0.5169999999999999,0.5170000000000003,0.6925968653952724,1.4097665815066884,0.383,0.383,0.38300000000000034,0.3751939481708929,0.920608153676183,2.345,2.3449999999999966,2.344999999999996,3.0666510710311865,5.908827403693643,0.119,0.119,0.11900000000000002,0.15060301878350152,0.3185897983472895,3.978,3.9779999999999998,3.978,4.409544483900518,10.276996808255152,1.293,1.2930000000000001,1.2929999999999997,1.4213337085160234,3.3346439757261974,0.975,0.9750000000000005,0.9749999999999985,1.159890340827085,2.491872299131448,0.0,7.401486830834377e-17,4.4408920985006264e-17,0.12181610766590095,0.11421388799999997,0.0,0.0,0.0,1.222311847735033,1.1460306124799997
35,10,25.006,14.74200000000002,12.68920000000002,15.372416980935515,40.558931499536655,2.325,1.1196666666666666,0.8786000000000003,1.0553531175296564,3.1708599489040132,0.525,0.4303333333333333,0.4114000000000003,0.40848418191069447,1.0773648922057097,10.397,5.0289999999999955,3.9553999999999965,4.695617499690923,13.942296442216186,0.093,0.11033333333333332,0.11380000000000001,0.1378023479427234,0.2841538790083737,4.609,4.1883333333333335,4.1042000000000005,4.453867931922625,10.775198084953091,1.554,1.3800000000000001,1.3451999999999997,1.4508151066235737,3.554786385435718,1.298,1.082666666666667,1.0395999999999987,1.190581376198844,2.793123379478869,0.218,0.07266666666666674,0.04360000000000004,0.14319030596236743,0.2865283328,3.986,1.3286666666666667,0.7972,1.8364647704605812,4.673618367488
36,11,25.006,19.87400000000002,15.76840000000002,17.513213207394287,49.341358899721996,2.325,1.7223333333333333,1.2402000000000002,1.3374968691897329,4.227515969342408,0.525,0.47766666666666663,0.4398000000000003,0.4343765859305402,1.171418935323426,10.397,7.7129999999999965,5.565799999999998,5.962591388648495,18.76237786532971,0.093,0.10166666666666664,0.1086,0.12784627062211817,0.2634923274050242,4.609,4.398666666666666,4.2304,4.488341724828708,11.074118850971853,1.554,1.4670000000000003,1.3973999999999995,1.4737450829294463,3.6868718312614304,1.298,1.1903333333333337,1.1041999999999987,1.2144521814879898,2.9738740276873212,0.218,0.1453333333333334,0.08720000000000004,0.15981468241517466,0.38991699968,3.986,2.6573333333333333,1.5944,2.314139265913785,6.7901710204928
37,12,25.006,25.006000000000018,18.84760000000002,19.178276939084448,54.610815339833195,2.325,2.3249999999999997,1.6018000000000003,1.5569420093697923,4.8615095816054446,0.525,0.5249999999999999,0.4682000000000003,0.45451512239042013,1.2278513611940556,10.397,10.396999999999997,7.176199999999997,6.9480155245043855,21.654426719197826,0.093,0.09299999999999997,0.1034,0.12010265492831414,0.2510953964430145,4.609,4.609,4.3566,4.515154674866773,11.253471310583112,1.554,1.5540000000000003,1.4495999999999993,1.491579508945125,3.766123098756858,1.298,1.2980000000000005,1.1687999999999987,1.2330183633795477,3.0823244166123924,0.218,0.21800000000000008,0.13080000000000006,0.1727447529895803,0.451950199808,3.986,3.986,2.3916,2.6856638734884997,8.06010261229568
38,13,25.006,25.006000000000018,21.92680000000002,20.473326508176793,57.772489203899916,2.325,2.325,1.9634000000000007,1.7276215628431717,5.241905748963267,0.525,0.5249999999999999,0.49660000000000026,0.4701784285258823,1.2617108167164335,10.397,10.396999999999997,8.786599999999996,7.714456519058967,23.389656031518697,0.093,0.09299999999999997,0.0982,0.11407984272202211,0.24365723786580867,4.609,4.609,4.4828,4.536009191563045,11.361082786349868,1.554,1.5540000000000003,1.5017999999999991,1.5054507291795416,3.8136738592541146,1.298,1.2980000000000007,1.233399999999999,1.2474587270729816,3.1473946499674357,0.218,0.21800000000000008,0.17440000000000005,0.18280147454745133,0.48917011988479997,3.986,3.986,3.1888,2.974627457157722,8.822061567377407
39,14,14.212,21.40800000000002,22.847200000000022,19.08192061747084,48.87549352233995,1.301,1.9836666666666665,2.120200000000001,1.6328167711002446,4.44614344937796,0.218,0.4226666666666666,0.4636000000000003,0.4141387777423529,0.9750264900298601,6.077,8.956999999999995,9.532999999999998,7.350577292601418,20.110793618911217,0.009,0.06499999999999997,0.0762,0.09072876656157275,0.1551943427194852,4.129,4.449,4.513,4.445562704549035,10.945649671809921,1.423,1.5103333333333335,1.527799999999999,1.4871283449174213,3.7112043155524685,1.055,1.2170000000000005,1.249399999999999,1.2046901210567633,2.943436789980461,0.0,0.14533333333333343,0.17440000000000005,0.1421789246480177,0.29350207193087996,0.0,2.6573333333333333,3.1888,2.3135991333448946,5.293236940426444
40,15,14.212,17.81000000000002,20.68840000000002,17.999716035810653,43.53729611340397,1.301,1.6423333333333332,1.915400000000001,1.5590797108557457,3.9686860696267754,0.218,0.32033333333333325,0.4022000000000003,0.3705523826884967,0.803015894017916,6.077,7.516999999999996,8.668999999999997,7.06756011646777,18.14347617134673,0.009,0.03699999999999998,0.05940000000000001,0.07256681843677881,0.10211660563169112,4.129,4.289,4.416999999999999,4.375215436871471,10.696389803085953,1.423,1.4666666666666668,1.5015999999999987,1.4728776016024387,3.649722589331481,1.055,1.1360000000000003,1.2007999999999988,1.171425649710816,2.8210620739882764,0.0,0.07266666666666675,0.13080000000000006,0.11058360805956934,0.17610124315852796,0.0,1.3286666666666664,2.3916,1.7994659926015848,3.1759421642558663
41,16,14.212,14.212000000000023,18.52960000000002,17.158001361186063,40.33437766804238,1.301,1.301,1.7106000000000008,1.5017286639989134,3.682211641776065,0.218,0.21799999999999994,0.3408000000000003,0.3366518532021641,0.6998095364107495,6.077,6.0769999999999955,7.804999999999997,6.847435646141599,16.963085702808037,0.009,0.008999999999999975,0.04260000000000001,0.058440858784161304,0.07026996337901466,4.129,4.129,4.320999999999998,4.320500895344478,10.546833881851573,1.423,1.423,1.4753999999999987,1.4617936901352302,3.6128335535988887,1.055,1.0550000000000004,1.1521999999999988,1.1455532831084123,2.7476372443929655,0.0,9.251858538542972e-17,0.08720000000000006,0.0860094729352206,0.10566074589511677,0.0,0.0,1.5943999999999998,1.3995846609123437,1.9055652985535196
42,17,14.212,14.212000000000023,16.37080000000002,16.503334392033604,38.412626600825426,1.301,1.301,1.505800000000001,1.457122294221377,3.510326985065639,0.218,0.21799999999999994,0.2794000000000003,0.3102847747127943,0.6378857218464496,6.077,6.0769999999999955,6.940999999999997,6.676227724776799,16.254851421684823,0.009,0.008999999999999975,0.02580000000000001,0.04745400127656991,0.051161978027408794,4.129,4.129,4.224999999999997,4.2779451408234825,10.457100329110943,1.423,1.423,1.4491999999999987,1.453172870105179,3.5907001321593333,1.055,1.0550000000000004,1.1035999999999988,1.1254303313065428,2.703582346635779,0.0,9.251858538542972e-17,0.043600000000000055,0.0668962567273938,0.06339644753707006,0.0,0.0,0.7971999999999999,1.0885658473762674,1.1433391791321117
43,18,15.611,14.678333333333356,14.49180000000002,16.305037860470584,38.658575960495256,0.274,0.9586666666666664,1.0956000000000008,1.1942062288388489,2.380196191039383,0.154,0.19666666666666663,0.20520000000000033,0.2755548247766178,0.5367314331078697,6.336,6.1633333333333296,6.1287999999999965,6.600621563715288,16.088910853010894,0.158,0.058666666666666645,0.03880000000000001,0.07201977877066548,0.18869718681644526,4.73,4.329333333333333,4.249199999999997,4.378401776196042,11.004260197466566,1.36,1.4020000000000001,1.4103999999999985,1.4324677878595835,3.5144200792955997,1.382,1.1640000000000004,1.1203999999999987,1.1824458132384221,3.0041494079814672,0.22,0.07333333333333343,0.04400000000000005,0.10091931078797295,0.25803786852224203,0.997,0.33233333333333304,0.19939999999999988,1.0682178812926524,1.6830035074792669
44,19,15.611,15.144666666666689,14.77160000000002,16.150807224810457,38.806145576297155,0.274,0.6163333333333332,0.8902000000000008,0.9897159557635491,1.70211771462363,0.154,0.1753333333333333,0.1924000000000003,0.248542641492925,0.47603885986472183,6.336,6.249666666666663,6.1805999999999965,6.541816771778558,15.989346511806536,0.158,0.10833333333333332,0.06860000000000001,0.09112649459940649,0.27121831208986713,4.73,4.529666666666666,4.369399999999997,4.456534714819144,11.332556118479939,1.36,1.3810000000000002,1.3977999999999984,1.4163638350018983,3.4686520475773595,1.382,1.2730000000000004,1.1857999999999986,1.2267911880743283,3.18448964478888,0.22,0.14666666666666675,0.08800000000000005,0.1273816861684234,0.37482272111334525,0.997,0.6646666666666664,0.3987999999999999,1.0523916854498407,2.00680210448756
45,20,15.611,15.611000000000024,15.05140000000002,16.030850063741468,38.894687345778294,0.274,0.2739999999999998,0.6848000000000007,0.8306679655938716,1.295270628774178,0.154,0.154,0.1796000000000003,0.22753316560560832,0.4396233159188331,6.336,6.335999999999996,6.232399999999997,6.496079711383324,15.929607907083922,0.158,0.158,0.0984,0.10598727357731615,0.32073098725392024,4.73,4.729999999999999,4.489599999999998,4.517304778192667,11.529533671087965,1.36,1.3600000000000003,1.3851999999999982,1.4038385383348098,3.4411912285464155,1.382,1.3820000000000003,1.2511999999999985,1.261282035168922,3.292693786873328,0.22,0.22000000000000008,0.13200000000000006,0.14796353368655152,0.44489363266800713,0.997,0.9969999999999998,0.5981999999999998,1.0400824220165428,2.201081262692536
46,21,15.611,15.611000000000024,15.33120000000002,15.937550049576698,38.94781240746698,0.274,0.2739999999999998,0.47940000000000077,0.7069639732396779,1.051162377264507,0.154,0.154,0.16680000000000028,0.21119246213769538,0.41777398955129985,6.336,6.335999999999996,6.284199999999997,6.460506442187029,15.893764744250353,0.158,0.158,0.1282,0.11754565722680145,0.35043859235235214,4.73,4.729999999999998,4.609799999999997,4.564570383038741,11.647720202652778,1.36,1.3600000000000003,1.372599999999998,1.3940966409270743,3.4247147371278492,1.382,1.3820000000000003,1.3165999999999987,1.2881082495758283,3.3576162721239964,0.22,0.22000000000000008,0.17600000000000005,0.16397163731176229,0.48693617960080426,0.997,0.9969999999999998,0.7975999999999999,1.030508550457311,2.3176487576155216
47,22,15.611,15.611000000000024,15.611000000000022,15.864983371892988,38.979687444480184,0.274,0.2739999999999998,0.2740000000000008,0.6107497569641939,0.9046974263587041,0.154,0.154,0.1540000000000003,0.1984830261070964,0.4046643937307799,6.336,6.335999999999996,6.335999999999997,6.432838343923244,15.872258846550212,0.158,0.158,0.158,0.1265355111764011,0.3682631554114113,4.73,4.729999999999998,4.729999999999997,4.601332520141243,11.718632121591668,1.36,1.3600000000000003,1.359999999999998,1.3865196096099466,3.4148288422767097,1.382,1.3820000000000003,1.3819999999999986,1.308973083003422,3.396569763274398,0.22,0.22000000000000008,0.22000000000000006,0.1764223845758151,0.5121617077604825,0.997,0.9969999999999998,0.9969999999999999,1.023062205911242,2.387589254569313
48,23,10.709,13.977000000000023,14.63060000000002,14.7192092892501,34.09681246668811,0.416,0.3213333333333331,0.3024000000000008,0.567472033194373,0.9588184558152224,0.355,0.22099999999999997,0.19420000000000026,0.23326457586107496,0.597798636238468,6.262,6.31133333333333,6.3211999999999975,6.394874267495856,15.785355307930125,0.011,0.10899999999999999,0.1286,0.10086095313720086,0.2319578932468468,1.993,3.817666666666664,4.182599999999996,4.021703071220967,9.024179272955001,0.692,1.1373333333333335,1.226399999999998,1.232181918585514,2.7408973053660253,0.934,1.232666666666667,1.2923999999999987,1.2256457312248838,2.9719418579646386,0.0,0.14666666666666675,0.17600000000000007,0.13721741022563397,0.3072970246562895,0.0,0.6646666666666664,0.7975999999999999,0.7957150490420771,1.4325535527415878
49,24,10.709,12.343000000000023,13.650200000000021,13.828051669416745,31.167087480012864,0.416,0.3686666666666664,0.33080000000000076,0.5338115813734012,0.9912910734891334,0.355,0.2879999999999999,0.2344000000000003,0.26031689233639166,0.7136791817430808,6.262,6.286666666666664,6.306399999999998,6.365346652496777,15.733213184758075,0.011,0.05999999999999999,0.0992,0.08089185244004511,0.15017473594810807,1.993,2.905333333333331,3.635199999999996,3.570880166505197,7.407507563773001,0.692,0.9146666666666668,1.092799999999998,1.1121414922331776,2.336538383219615,0.934,1.083333333333334,1.2027999999999988,1.1608355687304652,2.717165114778783,0.0,0.07333333333333343,0.13200000000000006,0.10672465239771531,0.1843782147937737,0.0,0.3323333333333331,0.5982,0.6188894825882822,0.8595321316449527
50,25,10.709,10.709000000000023,12.66980000000002,13.134929076213023,29.409252488007716,0.416,0.4159999999999997,0.35920000000000074,0.5076312299570899,1.01077464409348,0.355,0.355,0.2746000000000003,0.2813575829283046,0.7832075090458483,6.262,6.261999999999998,6.291599999999998,6.342380729719716,15.701927910854845,0.011,0.01099999999999999,0.0698,0.06536032967559065,0.10110484156886483,1.993,1.9929999999999974,3.0877999999999957,3.2202401295040426,6.4375045382638,0.692,0.6920000000000002,0.9591999999999979,1.0187767161813603,2.0939230299317693,0.934,0.9340000000000007,1.1131999999999989,1.1104276645681397,2.5642990688672698,0.0,9.251858538542972e-17,0.08800000000000008,0.0830080629760008,0.11062692887626421,0.0,0.0,0.39879999999999993,0.48135848645755286,0.5157192789869716
51,26,10.709,10.709000000000023,11.68940000000002,12.595833725943463,28.354551492804628,0.416,0.4159999999999997,0.3876000000000007,0.4872687344110699,1.0224647864560878,0.355,0.355,0.3148000000000003,0.29772256449979245,0.824924505427509,6.262,6.261999999999998,6.276799999999999,6.324518345337557,15.683156746512907,0.011,0.01099999999999999,0.0404,0.05328025641434828,0.0716629049413189,1.993,1.9929999999999974,2.5403999999999956,2.9475201007253666,5.85550272295828,0.692,0.6920000000000002,0.8255999999999979,0.9461596681410581,1.9483538179590614,0.934,0.9340000000000007,1.023599999999999,1.0712215168863308,2.4725794413203617,0.0,9.251858538542972e-17,0.04400000000000008,0.06456182675911173,0.06637615732575852,0.0,0.0,0.19939999999999997,0.37438993391143,0.3094315673921829
